tender_name,tender_authority,application_start_date,tender_deadline,period,tender_location,date_published,tender_type,source_url,found_keywords,state
"Nichtoffener, einphasiger Kunst-am-Bau-Realisierungswettbewerb mit vorgeschaltetem offenen Bewerbungsverfahren u. anschließendem Verhandlungsverfahren für das Bundeswehrzentralkrankenhaus Koblenz","Bundesrepublik Deutschland, vertr. durch das Bundesministerium der Verteidigung, vertr. durch das Amt für Bundesbau -ABB, vertr. durch den Landesbetrieb LBB, vertr. durch die Niederlassung Koblenz, vertr. durch die Niederlassungsleitung",2022-04-08,not specified,not specified,not specified,08.04.22,VgV Vergebener Auftrag,https://vergabe.rlp.de,"Ausstellung, Konzept",Rhineland-Palatinate
"Aufforderung zur Verhandlung - Staatskanzlei Mainz, Sanierung Sautanzgebäude, Objektplanunng Gebäude gem. Teil 3 Abschnitt 1 HOAI","Land Rheinland-Pfalz, vertreten durch das Ministerium der Finanzen,  vertreten durch den Landesbetrieb Liegenschafts- und Baubetreuung,  Niederlassung Mainz,  vertreten durch die Niederlassungsleitung",2021-10-13,not specified,not specified,not specified,13.10.21,VgV Vergebener Auftrag,https://vergabe.rlp.de,"Ideenskizze, Konzept, Analyse",Rhineland-Palatinate
"20D0498 - Bekanntmachung vergebener Auftrag - Kurmainz-Kaserne, Neubau Wirtschafts- und Betreuungsgebäude, koordinierende Gesamtplanerleistungen (Kopie)","Bundesrepublik Deutschland, vertreten durch d. Bundesministerium der Verteidigung,  vertreten durch d. Amt für Bundesbau -ABB-, vertreten durch d. Landesbetrieb Liegenschafts- u.  Baubetreuung, Niederlassung Mainz, vertreten durch d. Niederlassungsleitung",2022-02-09,not specified,not specified,not specified,09.02.22,VgV Vergebener Auftrag,https://vergabe.rlp.de,"Ideenskizze, Konzept, Beratung",Rhineland-Palatinate
"23D0170 -Bekanntmachung vergebener Auftrag - Amtsgericht Germersheim Brandschutz und barrierefreier Zugang, Fachplanung Technische Ausrüstung (Elektrotechnik KG 440, 450 und 480)","Land Rheinland-Pfalz, vertreten durch das Ministerium der Finanzen, vertreten durch den Landesbetrieb Liegenschafts- und Baubetreuung, Niederlassung Landau, vertreten durch die Niederlassungsleitung",2023-07-29,not specified,not specified,not specified,29.07.23,VgV Vergebener Auftrag,https://vergabe.rlp.de,Konzept,Rhineland-Palatinate
"Bekanntmachung vergebener Auftrag - Amtsgericht Germersheim, Brandschutz und barrierefreier Zugang, Fachplanung Techn. Ausrüstung (Versorgungstechnik gem. Teil 4 Abschnitt 2 HOAI 2021","Land Rheinland-Pfalz, vertreten durch das Ministerium der Finanzen, vertreten durch den Landesbetrieb Liegenschafts- und Baubetreuung, Niederlassung Landau, vertreten durch die Niederlassungsleitung",2023-10-11,not specified,not specified,not specified,11.10.23,VgV Vergebener Auftrag,https://vergabe.rlp.de,Konzept,Rhineland-Palatinate
"Bekanntmachung vergebener Auftrag - Amtsgericht Germersheim Brandschutz und barrierefreier Zugang, Fachplanung Techn. Ausrüstung (Elektrotechnik ) gem. Teil  4 Abschnitt 2 HOAI 2021","Land Rheinland-Pfalz, vertreten durch das Ministerium der Finanzen, vertreten durch den Landesbetrieb Liegenschafts- und Baubetreuung, Niederlassung Landau, vertreten durch die Niederlassungsleitung",2023-10-11,not specified,not specified,not specified,11.10.23,VgV Vergebener Auftrag,https://vergabe.rlp.de,Konzept,Rhineland-Palatinate
Befragung zur Lärmbelästigung in Rheinland-Pfalz (LAM1),"Ministerium für Klimaschutz, Umwelt, Energie und Mobilität",2024-08-05,08.09.24,not specified,not specified,05.08.24,UVgO Ausschreibung,https://vergabe.rlp.de,"Konzept, Machbarkeit, Studie",Rhineland-Palatinate
Neukonzeption der Veranstaltungselemente mit Informationsangeboten,Staatskanzlei Rheinland-Pfalz,2024-08-02,28.08.24,not specified,not specified,02.08.24,UVgO Ausschreibung,https://vergabe.rlp.de,Konzept,Rhineland-Palatinate
Rahmenvereinbarung zum Anforderungsmanagement sowie zur Projektsteuerung und Qualitätssicherung für die IT-Anwendungen der wasserwirtschaftlichen Fachprozesse,Landesamt für Umwelt,2024-08-04,17.09.24,not specified,not specified,04.08.24,VgV Ausschreibung,https://vergabe.rlp.de,"Konzept, Analyse, Plausibilisierung",Rhineland-Palatinate
"Aufforderung zur Verhandlung - Landesblindenschule Neuwied, Internate 1-6 Brandschutzmaßnahmen und Sanierung innen Objektplanung Gebäude gem. Teil 3 Abschnitt 1 HOAI","Land Rheinland-Pfalz, vertreten durch das Ministerium der Finanzen,  vertreten durch den Landesbetrieb Liegenschafts- und Baubetreuung,  Niederlassung Diez,  vertreten durch die Niederlassungsleitung",2021-10-28,not specified,not specified,not specified,28.10.21,VgV Vergebener Auftrag,https://vergabe.rlp.de,Konzept,Rhineland-Palatinate
"21D0268 Aufforderung zur Verhandlung u. Angebotsabgabe - Zielausbau Bundeswehrzentralkrankenhaus Koblenz - Neubau OP-/Funktionsgebäude (1.BA), Techn. Inbetriebnahmemanagement u. Techn. Monitoring","Bundesrepublik Deutschland, vertr. durch das Bundesministerium der Verteidigung, vertr. durch das Amt für Bundesbau -ABB-, vertr. durch den Landesbetrieb LBB, Niederlassung Koblenz, vertr. durch die Niederlassungsleitung",2021-10-31,not specified,not specified,not specified,31.10.21,VgV Vergebener Auftrag,https://vergabe.rlp.de,"Konzept, Masterplan, Machbarkeit, Studie, Machbarkeitsstudie",Rhineland-Palatinate
"Aufforderung zur Verhandlung und zur Angebotsabgabe - Hochschule Trier, Umbau Irminenfreihof Gebäude P, Objektplanung Gebäude gem. Teil 3 Abschnitt 1 HOAI","Land Rheinland-Pfalz,  vertreten durch das Ministerium der Finanzen,  vertreten durch den Landesbetrieb Liegenschafts- und Baubetreuung,  Niederlassung Trier, vertreten durch die Niederlassungsleitung",2022-02-10,not specified,not specified,not specified,10.02.22,VgV Vergebener Auftrag,https://vergabe.rlp.de,"Konzept, Studie",Rhineland-Palatinate
"Integrierte Planung zum Neubau des Berufsbildungszentrums II (BBZ II) und der Hauptverwaltung der Handwerkskammer (HWK) Rheinhessen sowie Abbruchmaßnahmen von Bestandsgebäuden, 55129 Mainz-Hechtsheim",Handwerkskammer Rheinhessen,2022-03-31,not specified,not specified,not specified,31.03.22,VgV Vergebener Auftrag,https://vergabe.rlp.de,"Konzept, Machbarkeit, Beratung, Studie, Machbarkeitsstudie",Rhineland-Palatinate
"Aufforderung zur Verhandlung - Staatskanzlei Mainz Generalsanierung und Erweiterungsbau ""Sautanz""  Objektplanung Freianlagen gem. Teil 3 Abschnitt 2 HOAI","Land Rheinland-Pfalz, vertreten durch das Ministerium der Finanzen,  vertreten durch den Landesbetrieb Liegenschafts- und Baubetreuung,  Niederlassung Mainz,  vertreten durch die Niederlassungsleitung",2023-07-07,not specified,not specified,not specified,07.07.23,VgV Vergebener Auftrag,https://vergabe.rlp.de,Konzept,Rhineland-Palatinate
Aufforderung zur Verhandlung -  Medienversorgung der Südpfalz-Kaserne und des ehemaligen  Luftwaffenmaterialdepots in Germersheim,"Bundesrepublik Deutschland, vertr. durch das Bundesministerium der Verteidigung, vertr. durch das Amt für Bundesbau - ABB -, vertr. durch den Landesbetrieb Liegenschafts- und Baubetreuung, Niederlassung Landau, vertr. durch die Niederlassungslsleitung",2023-07-08,not specified,not specified,not specified,08.07.23,VgV Vergebener Auftrag,https://vergabe.rlp.de,Konzept,Rhineland-Palatinate
"StudiWood, Sanierung eines Studierendenwohnheims in Trier, Leistungen eines Generalplaners",Studierendenwerk Trier AöR,2024-06-30,not specified,not specified,not specified,30.06.24,VgV Vergebener Auftrag,https://vergabe.rlp.de,"Konzept, Machbarkeit, Studie, Machbarkeitsstudie, Gutachten",Rhineland-Palatinate
Kormoran-Monitoring in Rheinland-Pfalz 2024/2025,Landesamt für Umwelt,2024-07-12,08.08.24,not specified,not specified,12.07.24,UVgO Ausschreibung,https://vergabe.rlp.de,"Konzept, Studie",Rhineland-Palatinate
"Ausschreibung Prozessbegleitung ""Bildungslandschaften im Viertel - ein Modellprojekt für einen gemeinschaftlichen Bildungscampus in Sinzig""",Ministerium für Bildung,2024-07-29,12.08.24,not specified,not specified,29.07.24,UVgO Ausschreibung,https://vergabe.rlp.de,Konzept,Rhineland-Palatinate
Unterstützung und Beratung im Bewerbungsverfahren für das Amt der/des Präsidentin/ Präsidenten der Hochschule Worms,Hochschule Worms,2024-06-05,not specified,not specified,not specified,05.06.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,Beratung,Rhineland-Palatinate
ERP-System|Beratung IT-Unterstützung,Universität Trier,2024-06-19,not specified,not specified,not specified,19.06.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,Beratung,Rhineland-Palatinate
Honorarvertrag Suchtberatung,Universität Trier,2024-06-19,not specified,not specified,not specified,19.06.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,Beratung,Rhineland-Palatinate
Durchführung der strategischen Umweltprüfung (SUP) im Rahmen der Aufstellung des 5. Landesentwicklungsprogramms (LEP5) von Rheinland-Pfalz,Ministerium des Innern und für Sport,2024-07-24,26.08.24,not specified,not specified,24.07.24,UVgO Ausschreibung,https://vergabe.rlp.de,Beratung,Rhineland-Palatinate
EDV-Multifunktionstische,Universität Trier,2024-08-05,23.08.24,not specified,not specified,05.08.24,UVgO Ausschreibung,https://vergabe.rlp.de,Beratung,Rhineland-Palatinate
"Hochschule der Polizei - Neubau Lehrleitstelle und Simulationszentrum für ZNuE und Stufenhörsaal Projektsteuerungsleistung in Anlehnung AHO Heft Nr. 9, 5. Auflage 2020","Land Rheinland-Pfalz, vertreten durch das Ministerium der Finanzen, vertreten durch die Zentrale des LBB, vertreten durch den Landesbetrieb Liegenschafts- und Baubetreuung, Niederlassung Idar-Oberstein, vertreten durch die Niederlassungsleitung",2024-01-18,not specified,not specified,not specified,18.01.24,VgV Vergebener Auftrag,https://vergabe.rlp.de,Studie,Rhineland-Palatinate
Rahmenvereinbarung Druckdienstleistungen II,Zentrale Beschaffungsstelle des Landes Rheinland-Pfalz (ZBL) im Landesbetrieb Mobilität Rheinland-Pfalz,2024-06-21,not specified,not specified,not specified,21.06.24,VgV Vergebener Auftrag,https://vergabe.rlp.de,Studie,Rhineland-Palatinate
B008 Ortsumgehung Helmenzen,LBM Diez,2024-06-26,not specified,not specified,not specified,26.06.24,VgV Vergebener Auftrag,https://vergabe.rlp.de,Studie,Rhineland-Palatinate
HOAI Planungsleistung §34,Universität Trier,2024-02-15,not specified,not specified,not specified,15.02.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,Studie,Rhineland-Palatinate
iThenticate,Universität Trier,2024-04-19,not specified,not specified,not specified,19.04.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,Studie,Rhineland-Palatinate
Supervisionsvertrag,Universität Trier,2024-04-19,not specified,not specified,not specified,19.04.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,Studie,Rhineland-Palatinate
De Gruyter Evidence-based Selection-/EBS eBooks,Universität Trier,2024-07-18,not specified,not specified,not specified,18.07.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,Studie,Rhineland-Palatinate
Rahmenvertrag über Malerarbeiten in den Wohnanlagen,Studierendenwerk Trier,2024-07-22,not specified,not specified,not specified,22.07.24,VOB/A Vergebener Auftrag,https://vergabe.rlp.de,Studie,Rhineland-Palatinate
Kauf eines FT-IR-Mikroskop mit ATR-Einheit,Landesuntersuchungsamt,2024-07-18,not specified,not specified,not specified,18.07.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,Analyse,Rhineland-Palatinate
"Kauf eines Analysensystems bestehend aus Dichtemessgerät, Alkoholmessgerät, pH-Messmodul und Auswerteeinheit inklusive Autosampler für das Landesuntersuchungsamt - ILCA Mainz",Landesuntersuchungsamt,2024-07-31,22.08.24,not specified,not specified,31.07.24,UVgO Ausschreibung,https://vergabe.rlp.de,Analyse,Rhineland-Palatinate
Lieferung von Auftausalz 2024/2025 und 2025/2026,Zentrale Beschaffungsstelle des Landes Rheinland-Pfalz (ZBL) im Landesbetrieb Mobilität Rheinland-Pfalz,2024-07-26,29.08.24,not specified,not specified,26.07.24,VgV Ausschreibung,https://vergabe.rlp.de,Analyse,Rhineland-Palatinate
"Aviotechnische Bodenschutzkalkung mit Hubschrauber in Rheinland- Pfalz 2024, Vergabe-Nr.: BK -02-ZdF-2024",Zentralstelle der Forstverwaltung,2024-07-26,02.09.24,not specified,not specified,26.07.24,VgV Ausschreibung,https://vergabe.rlp.de,Analyse,Rhineland-Palatinate
Cryo-REM,Universität Koblenz-Landau,2022-10-26,not specified,not specified,not specified,26.10.22,VgV Vergebener Auftrag,https://vergabe.rlp.de,Analyse,Rhineland-Palatinate
"Aufforderung zur Verhandlung - Staatskanzlei Mainz, Sanierung Sautanzgebäude, Fachplanung Tragwerksplanung gem. Teil 4 Abschnitt 1 HOAI","Land Rheinland-Pfalz, vertreten durch das Ministerium der Finanzen,  vertreten durch den Landesbetrieb Liegenschafts- und Baubetreuung,  Niederlassung Mainz,  vertreten durch die Niederlassungsleitung",2021-10-13,not specified,not specified,not specified,13.10.21,VgV Vergebener Auftrag,https://vergabe.rlp.de,Analyse,Rhineland-Palatinate
"EFRE-Förderperiode 2021-2027 in Rheinland-Pfalz: Begleitevaluation, Halbzeitüberprüfung, Änderungsantrag EFRE-Programm und abschließender Leistungsbericht","Ministerium für Wirtschaft, Verkehr, Landwirtschaft und Weinbau",2024-08-01,not specified,not specified,not specified,01.08.24,VgV Vergebener Auftrag,https://vergabe.rlp.de,Analyse,Rhineland-Palatinate
Kauf eines Titrationssystems für das ILCA Mainz,Landesuntersuchungsamt,2024-07-12,08.08.24,not specified,not specified,12.07.24,UVgO Ausschreibung,https://vergabe.rlp.de,Analyse,Rhineland-Palatinate
Kauf einer HPLC-DAD Anlage für das ILCA Mainz,Landesuntersuchungsamt,2024-07-26,not specified,not specified,not specified,26.07.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,Analyse,Rhineland-Palatinate
Kauf von einem GC-FID für das LUA - ILC KO,Landesuntersuchungsamt,2024-07-29,not specified,not specified,not specified,29.07.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,Analyse,Rhineland-Palatinate
"24T00015 HWS 3, Zool. Museum Schiefer-Dachsanier.",Gebäudemanagement Schleswig-Holstein AöR,2024-08-02,23.08.24,18.11.2024 until 15.12.2025,"24105 Kiel, Zoologisches Museum, Hegewischstraße 3",06.08.24,not specified,https://www.myorder.rib.de,Museum,Schleswig-Holstein
2024-D-015 Anforderungs- und Potentialanalyse zur KI basierten Robotik in Berlin,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",2024-08-02,17.09.24,"ab Zuschlag until 8 Monate nach Zuschlag, voraussichtlich Mai 2025",10825 Berlin,02.08.24,not specified,https://www.myorder.rib.de,Analyse,Berlin
MR-0772-24 Messestandbau und -konzeption Expo Real,Landeshauptstadt Hannover,2024-08-02,03.09.24,not specified,30159 Hannover,02.08.24,not specified,https://www.myorder.rib.de,Konzept,Bavaria
29-2024 Gestalterische Leistungen für die Sonderausstellung Stadt der Zukunft im Deutschen Technikmuseum Berlin,Stiftung Deutsches Technikmuseum Berlin,2024-08-01,26.08.24,vsl. 04.11.2024 until 10.11.2025,10963 Berlin Kreuzberg,01.08.24,not specified,https://www.myorder.rib.de,"Museum, Ausstellung",Berlin
VVmT 2023-246 Gestaltung und Realisierung der Ausstellung auf dem Energieberg,Stadtreinigung Hamburg AöR,2024-08-02,02.09.24,15.01.2025 until 14.01.2026,20537 Hamburg,01.08.24,not specified,https://www.myorder.rib.de,Ausstellung,Hamburg
2024-IG-01 Machbarkeitsstudie Klimaneutralität für die Stadt Kassel,Stadt Kassel,2024-07-30,26.08.24,not specified,34117 Kassel,30.07.24,not specified,https://www.myorder.rib.de,"Machbarkeit, Studie, Machbarkeitsstudie",Hesse
79-2024 Medientechnik für die Sonderausstellung Rückenwind zum Thema Fahrrad und Verkehrswende im Deutschen Technikmuseum Berlin,Stiftung Deutsches Technikmuseum Berlin,2024-07-30,14.08.24,vsl. 19.08.2024 until 22.11.2024,10963 Berlin,30.07.24,not specified,https://www.myorder.rib.de,"Museum, Ausstellung",Berlin
ZV-CB-24-0930000-4121.03 Externe psychosoziale Mitarbeitenden-Beratung für das Jobcenter Berlin-Reinickendorf,Gebäudemanagement Schleswig-Holstein AöR,2024-07-30,30.08.24,01.12.2024 until 30.11.2026,13509 Berlin,30.07.24,not specified,https://www.myorder.rib.de,Beratung,Berlin
ZV-L5-24-1196000-412.05 Analyse der Praxis sozioökonomischer Detail-Analysen,Gebäudemanagement Schleswig-Holstein AöR,2024-07-29,23.08.24,not specified,24103 Kiel,30.07.24,not specified,https://www.myorder.rib.de,Analyse,Schleswig-Holstein
"TK 27082024-1000 Grauflächenreinigung, Grünanlagenpflege und Winterdienst im IPW",Bezirksamt Treptow-Köpenick von Berlin,2024-07-28,27.08.24,not specified,12555 Berlin - Köpenick,26.07.24,not specified,https://www.myorder.rib.de,Grünanlage,Berlin
SenBJF_LZ Vw 3_25072024 Ausstellungsgrafik und Katalog Wohnen in Berlin,Berliner Landeszentrale für politische Bildung,2024-07-26,15.08.24,until 18.03.2025,10623 Berlin,25.07.24,not specified,https://www.myorder.rib.de,Ausstellung,Berlin
1-233236-216 Konzept Intranet,Emschergenossenschaft,2024-07-24,20.08.24,11.11.2024 until 12.05.2025,45128 Essen,25.07.24,not specified,https://www.myorder.rib.de,Konzept,North Rhine-Westphalia
467-2024 Fachl. Beratung u. Betreuung sowie optionale Sonderleistungen im Förder- u. Sanierungsgebiet Wilhelmstadt,Bezirksamt Spandau von Berlin,2024-07-25,16.08.24,01.09.2024 until 31.12.2025,13597 Berlin,25.07.24,not specified,https://www.myorder.rib.de,Beratung,Berlin
"LBD24-51-D-116 Periodische Analyse von Waschwasser aus FzWaschAnl Typ 1, 3787 StOÜbPl Traunstein",Landesbaudirektion Bayern,2024-07-25,20.08.24,01.09.2024 until 31.12.2025,96106 Ebern,25.07.24,not specified,https://www.myorder.rib.de,Analyse,Bavaria
2024-05-61-023P Baugrundgutachten und geologische Begleitung,Landratsamt Freising,2024-07-24,09.08.24,until Baugr. Ende Oktober 2024; Geol. Begl. 2027-2028,85416 Langenbach,24.07.24,not specified,https://www.myorder.rib.de,Gutachten,Bavaria
A 212024 Gestaltung und Realisierung einer Sonderausstellung,Georg-August-Universität Göttingen SdÖR,2024-07-19,19.08.24,Sep. 2024 until Sep. 2025,37073 Göttingen,19.07.24,not specified,https://www.myorder.rib.de,Ausstellung,Lower Saxony
Stadt KIS_2024_6_Schul_Mach Städtebauliche Machbarkeitsuntersuchung für einen Drehscheiben-Schulstandort Lilli-Henoch-Str. in Berlin-Pankow,Bezirksamt Pankow von Berlin,2024-07-18,15.08.24,September 2024 until Dezember 2024,10405 Berlin,18.07.24,not specified,https://www.myorder.rib.de,Machbarkeit,Berlin
ZVFB24022 Erstellung des Berichts zum Sozialen Infrastrukturkonzept _SIKo_ 2024 für den Bezirk Marzahn-Hellersdorf von Berlin,Bezirksamt Marzahn-Hellersdorf von Berlin,2024-07-18,09.08.24,02.09.2024 until 31.12.2024,12681 Berlin,18.07.24,not specified,https://www.myorder.rib.de,Konzept,Berlin
U23011-30195001-001-724-01 Machbarkeitsstudie grundstücksübergreifendes Regenwasser-Management,Land Berlin (Sondervermögen Immobilien des Landes Berlin),2024-07-19,20.08.24,16.09.2024 until 31.12.2025,10965 Berlin,17.07.24,not specified,https://www.myorder.rib.de,"Machbarkeit, Studie, Machbarkeitsstudie",Berlin
ZV-L8-24-1129000-412.06 Durchführung einer betriebswirtschaftlichen und fachlich begleitenden Beratung von Inklusionsbetrieben in Schleswig-Holstein,Gebäudemanagement Schleswig-Holstein AöR,2024-07-16,23.08.24,not specified,24103 Kiel,15.07.24,not specified,https://www.myorder.rib.de,Beratung,Schleswig-Holstein
BW-12107-GÜ-24 Generalübernehmerleistungen für die Errichtung einer Wohnanlage und einer öffentlichen Grünanlage,degewo AG,2024-07-20,15.08.24,not specified,12279 Berlin,15.07.24,not specified,https://www.myorder.rib.de,Grünanlage,Berlin
"U-0218-24 Schule Haselrain 38 - technische Erkundung, Probenahme und Analyse",Stadt Wuppertal,2024-07-12,08.08.24,25.09.2024 until 20.11.2024,42285 Wuppertal,12.07.24,not specified,https://www.myorder.rib.de,Analyse,North Rhine-Westphalia
"19-0699-24 Historisches Museum Hannover Sanierung  der TGA, 
der ALG 1, 2, 3 und 8,
HOAI 2021 Fachplanung - Technische Ausrüstung",Landeshauptstadt Hannover,2024-07-12,23.08.24,01.01.2032 until 31.12.2032,30159 Hannover,12.07.24,not specified,https://www.myorder.rib.de,Museum,Bavaria
BauR G-40244-2024 Planungsleistung Machbarkeitsstudie,"LHM, Baureferat, Verwaltung und Recht",2024-07-12,14.08.24,15.08.2024 until 30.09.2025,81735 München,11.07.24,not specified,https://www.myorder.rib.de,"Machbarkeit, Studie, Machbarkeitsstudie",Bavaria
2024_ZS C 2_eGov01_2024 Beratungsleistungen zur strategischen Begleitung der Umsetzung des Programms -Schule in der digitalen Welt-,"Senatsverwaltung für Bildung, Jugend und Familie",2024-07-12,12.08.24,01.10.2024 until 30.09.2028,10178 Berlin,10.07.24,not specified,https://www.myorder.rib.de,Beratung,Berlin
BauR G-40284-2024 Machbarkeitsstudie,"LHM, Baureferat, Verwaltung und Recht",2024-07-09,08.08.24,19.08.2024 until 31.12.2025,81735 München,08.07.24,not specified,https://www.myorder.rib.de,"Machbarkeit, Studie, Machbarkeitsstudie",Bavaria
LuD_2024_Stadt1_03 Integriertes Städtebauliches Entwicklungskonzept Potsdamer Straße,Bezirksamt Mitte von Berlin,2024-07-05,20.08.24,nach Auftragserteilung until 31.12.2025,10551 Berlin,05.07.24,not specified,https://www.myorder.rib.de,Konzept,Berlin
67-0706-24 Rahmenvertrag zur Sanierungsberatung für Einzeleigentümer:innen,Umwelt und Stadtgrün,2024-07-05,28.08.24,16.09.2024 until 31.12.2025,30167 Hannover,05.07.24,not specified,https://www.myorder.rib.de,Beratung,Bavaria
MSE-1-40276-2024 Mechanische Eignungsprüfung und materialtechnisches Gutachten,"LHM, Baureferat, Verwaltung und Recht",2024-07-02,14.08.24,01.10.2024 until 31.03.2025,80809 München,01.07.24,not specified,https://www.myorder.rib.de,Gutachten,Bavaria
LuD_2024_Bau3_01 Kiezblockkonzept Mitte,Bezirksamt Mitte von Berlin,2024-06-16,08.08.24,sofort nach Zuschlagserteilung until 31.07.2026,10551 Berlin,14.06.24,not specified,https://www.myorder.rib.de,Konzept,Berlin
